Pyridoxal phosphate	CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O	DB00114	https://go.drugbank.com/drugs/DB00114	approved; investigational; nutraceutical	-636.903
Biotin	[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2	DB00121	https://go.drugbank.com/drugs/DB00121	approved; investigational; nutraceutical	-710.993
Succinic acid	OC(=O)CCC(O)=O	DB00139	https://go.drugbank.com/drugs/DB00139	approved; nutraceutical	-622.199
Glutathione	[H][C@](N)(CCC(O)=N[C@@]([H])(CS)C(O)=NCC(O)=O)C(O)=O	DB00143	https://go.drugbank.com/drugs/DB00143	approved; investigational; nutraceutical	-626.436
Thiamine	CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N	DB00152	https://go.drugbank.com/drugs/DB00152	approved; investigational; nutraceutical; vet_approved	-636.048
Pyridoxine	CC1=C(O)C(CO)=C(CO)C=N1	DB00165	https://go.drugbank.com/drugs/DB00165	approved; investigational; nutraceutical; vet_approved	-632.014
Adenine	NC1=C2NC=NC2=NC=N1	DB00173	https://go.drugbank.com/drugs/DB00173	approved; nutraceutical	-655.55
Baclofen	NCC(CC(O)=O)C1=CC=C(Cl)C=C1	DB00181	https://go.drugbank.com/drugs/DB00181	approved	-659.256
Vidarabine	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O	DB00194	https://go.drugbank.com/drugs/DB00194	approved; investigational	-624.269
Caffeine	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	DB00201	https://go.drugbank.com/drugs/DB00201	approved	-690.984
Moxifloxacin	[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O	DB00218	https://go.drugbank.com/drugs/DB00218	approved; investigational	-599.138
Enflurane	FC(F)OC(F)(F)C(F)Cl	DB00228	https://go.drugbank.com/drugs/DB00228	approved; investigational; vet_approved	-626.614
Reboxetine	[H][C@@](OC1=CC=CC=C1OCC)(C1=CC=CC=C1)[C@@]1([H])CNCCO1	DB00234	https://go.drugbank.com/drugs/DB00234	approved; experimental	-632.743
Cladribine	NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1	DB00242	https://go.drugbank.com/drugs/DB00242	approved; investigational	-649.295
Phenytoin	O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1	DB00252	https://go.drugbank.com/drugs/DB00252	approved; vet_approved	-633.422
Anagrelide	ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl	DB00261	https://go.drugbank.com/drugs/DB00261	approved	-634.864
Olmesartan	CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O	DB00275	https://go.drugbank.com/drugs/DB00275	approved; investigational	-625.749
Clemastine	CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1	DB00283	https://go.drugbank.com/drugs/DB00283	approved; investigational	-633.679
Raltitrexed	CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O	DB00293	https://go.drugbank.com/drugs/DB00293	approved; investigational	-637.376
Ertapenem	[H][C@]12[C@@H](C)C(S[C@]3([H])CN[C@@]([H])(C3)C(=O)NC3=CC=CC(=C3)C(O)=O)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O	DB00303	https://go.drugbank.com/drugs/DB00303	approved; investigational	-530.999
Gefitinib	COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1	DB00317	https://go.drugbank.com/drugs/DB00317	approved; investigational	-687.251
Dihydroergotamine	[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O	DB00320	https://go.drugbank.com/drugs/DB00320	approved; investigational	-609.08
Pyrazinamide	NC(=O)C1=NC=CN=C1	DB00339	https://go.drugbank.com/drugs/DB00339	approved; investigational	-652.828
Nitisinone	[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O	DB00348	https://go.drugbank.com/drugs/DB00348	approved; investigational	-707.267
Megestrol acetate	[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C	DB00351	https://go.drugbank.com/drugs/DB00351	approved; investigational; vet_approved	-656.319
Levonorgestrel	[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]	DB00367	https://go.drugbank.com/drugs/DB00367	approved; investigational	-631.092
Timolol	[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1	DB00373	https://go.drugbank.com/drugs/DB00373	approved	-632.901
Tacrine	NC1=C2CCCCC2=NC2=CC=CC=C12	DB00382	https://go.drugbank.com/drugs/DB00382	approved; investigational; withdrawn	-710.354
Phenylpropanolamine	[H][C@@](C)(N)[C@]([H])(O)C1=CC=CC=C1	DB00397	https://go.drugbank.com/drugs/DB00397	approved; vet_approved; withdrawn	-636.878
Dexbrompheniramine	CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1	DB00405	https://go.drugbank.com/drugs/DB00405	approved	-698.346
Pramipexole	CCCN[C@H]1CCC2=C(C1)SC(N)=N2	DB00413	https://go.drugbank.com/drugs/DB00413	approved; investigational	-652.181
Streptozocin	CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O	DB00428	https://go.drugbank.com/drugs/DB00428	approved; investigational	-631.413
Allopurinol	OC1=NC=NC2=C1C=NN2	DB00437	https://go.drugbank.com/drugs/DB00437	approved	-629.866
Entecavir	NC1=NC(=O)C2=C(N1)N(C=N2)[C@H]1C[C@H](O)[C@@H](CO)C1=C	DB00442	https://go.drugbank.com/drugs/DB00442	approved; investigational	-721.622
Droperidol	FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12	DB00450	https://go.drugbank.com/drugs/DB00450	approved; vet_approved	-698.767
Quinine	[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12	DB00468	https://go.drugbank.com/drugs/DB00468	approved	-634.816
Hexylcaine	CC(CNC1CCCCC1)OC(=O)C1=CC=CC=C1	DB00473	https://go.drugbank.com/drugs/DB00473	approved; withdrawn	-625.078
Dicloxacillin	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1Cl)C(O)=O	DB00485	https://go.drugbank.com/drugs/DB00485	approved; investigational; vet_approved	-442.509
Buspirone	O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1	DB00490	https://go.drugbank.com/drugs/DB00490	approved; investigational	-623.208
Cimetidine	CN\C(NCCSCC1=C(C)NC=N1)=N\C#N	DB00501	https://go.drugbank.com/drugs/DB00501	approved; investigational	-657.367
Albendazole	CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2	DB00518	https://go.drugbank.com/drugs/DB00518	approved; vet_approved	-585.33
Carteolol	CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2	DB00521	https://go.drugbank.com/drugs/DB00521	approved	-646.529
Erlotinib	COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2	DB00530	https://go.drugbank.com/drugs/DB00530	approved; investigational	-646.777
Amoxapine	ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1	DB00543	https://go.drugbank.com/drugs/DB00543	approved	-629.905
Bosentan	COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1	DB00559	https://go.drugbank.com/drugs/DB00559	approved; investigational	-664.389
Methotrexate	[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(C=C1)N(C)CC1=NC2=C(N)NC(=N)N=C2N=C1)C(O)=O	DB00563	https://go.drugbank.com/drugs/DB00563	approved	-560.568
Carbenicillin	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C(O)=O)C1=CC=CC=C1)C(O)=O	DB00578	https://go.drugbank.com/drugs/DB00578	approved; investigational	-651.878
Levocarnitine	C[N+](C)(C)C[C@H](O)CC([O-])=O	DB00583	https://go.drugbank.com/drugs/DB00583	approved; investigational	-630.765
Amiloride	NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N	DB00594	https://go.drugbank.com/drugs/DB00594	approved	-630.022
Sulindac	CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)=O	DB00605	https://go.drugbank.com/drugs/DB00605	approved; investigational	-605.523
Amodiaquine	CCN(CC)CC1=C(O)C=CC(NC2=C3C=CC(Cl)=CC3=NC=C2)=C1	DB00613	https://go.drugbank.com/drugs/DB00613	approved; investigational	-653.079
Clorazepic acid	OC(=O)C1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2	DB00628	https://go.drugbank.com/drugs/DB00628	approved; illicit	-653.62
Clofarabine	[H][C@]1(F)[C@H](O)[C@@H](CO)O[C@H]1N1C=NC2=C(N)N=C(Cl)N=C12	DB00631	https://go.drugbank.com/drugs/DB00631	approved; investigational	-654.791
